Albisa,\N,,LBI,ALBISA,Mexico,N
Albatros Airways,\N,,LBW,ALBANWAYS,Albania,N
Aerolineas Aereas Ejecutivas De Durango,\N,,LDG,DURANGO,Mexico,N
Aerologic,\N,,LDL,,Russia,N
Al-Donas Airlines,\N,,LDN,ALDONAS AIR,Nigeria,N
Aero Lider,\N,,LDR,AEROLIDER,Mexico,N
Aleem,\N,,LEM,,Egypt,N
Aerolineas Ejecutivas,\N,,LET,MEXEJECUTIV,Mexico,N
Air Alfa,\N,,LFA,,Turkey,Y
Aero Control Air,\N,,LFC,LIFE FLIGHT CANADA,Canada,N
Aerolaguna,\N,,LGN,AEROLAGUNA,Mexico,N
Al Ahram Aviation,\N,,LHR,AL AHRAM,Egypt,N
Alidaunia,\N,D4,LID,ALIDA,Italy,N
Al-Dawood Air,\N,,LIE,AL-DAWOOD AIR,Nigeria,N
American Aviation,\N,,LKP,LAKE POWELL,United States,N
Airlink Solutions,\N,,LKS,AIRLIN,Spain,N
Air Solutions,\N,,LKY,LUCKY,United States,N
Alliance Air,\N,CD,LLR,ALLIED,India,N
Aerolima,\N,,LMA,AEROLIMA,Mexico,N
Alamia Air,\N,,LML,ALAMIA AIR,Libya,N
Air Plus Argentina,\N,,LMP,AIR FLIGHT,Argentina,N
Almaty Aviation,\N,,LMT,ALMATY,Kazakhstan,N
Aerolineas Mexicanas J S,\N,,LMX,LINEAS MEXICANAS,Mexico,N
Air Almaty,\N,,LMY,AGLEB,Kazakhstan,N
Air Almaty ZK,\N,,LMZ,ALUNK,Kazakhstan,N
Aerolane,\N,XL,LNE,LAN ECUADOR,Ecuador,Y
Airlink,\N,,LNK,LINK,South Africa,N
Aerolineas Internacionales,\N,,LNT,LINEAINT,Mexico,N
Alok Air,\N,,LOK,ALOK AIR,Sudan,N
Air Saint Louis,\N,,LOU,AIR SAINTLOUIS,Senegal,N
Alpine Aviation,\N,,LPC,NETSTAR,South Africa,N
Air Alps Aviation,\N,A6,LPV,ALPAV,Austria,N
Alrosa-Avia,\N,,LRO,ALROSA,Russia,N
Al Rida Airways,\N,,LRW,AL RIDA,Mauritania,N
Aurela,\N,,LSK,AURELA,Lithuania,N
Aerobusinessservice,\N,,LSM,,Russia,N
Alsair,\N,,LSR,ALSAIR,France,N
Aerotaxis Latinoamericanos,\N,,LTI,LATINO,Mexico,N
Alninati Aeronautics,\N,,LUC,STEF,Switzerland,N
Atlantis European Airways,\N,TD,LUR,,Armenia,Y
Aliven,\N,,LVN,ALIVEN,Italy,N
Aviavilsa,\N,,LVR,AVIAVILSA,Lithuania,N
Air Luxor GB,\N,L8,LXG,LUXOR GOLF,Guinea-Bissau,N
Air Luxor,\N,LK,LXR,AIRLUXOR,Portugal,Y
Apatas Air,\N,,LYT,APATAS,Lithuania,N
Air Ban,\N,,LZP,DOC AIR,Bulgaria,N
Air Lazur,\N,,LZR,LAZUR BEE-GEE,Bulgaria,N
Aerodromo De La Mancha,\N,,MAM,AEROMAN,Spain,N
Air Mauritius,\N,MK,MAU,AIRMAURITIUS,Mauritius,Y
Avag Air,\N,,MBA,AVAG AIR,Austria,N
Air Manas,\N,,MBB,AIR MANAS,Kyrgyzstan,N
Airjet Exploracao Aerea De Carga,\N,,MBC,MABECO,Angola,N
Aeriantur-M,\N,,MBV,AEREM,Moldova,N
Air Mercia,\N,,MCB,WESTMID,United Kingdom,N
Air Medical,\N,,MCD,AIR MED,United Kingdom,N
Aerolineas Marcos,\N,,MCO,MARCOS,Mexico,N
Atlantic Aero and Mid-Atlantic Freight,\N,,MDC,NIGHT SHIP,United States,N
Air Madagascar,\N,MD,MDG,AIR MADAGASCAR,Madagascar,Y
Aerosud Charter,\N,,MDX,MEDAIR,South Africa,N
Air Meridan,\N,,MEF,EMPENNAGE,Nigeria,N
Aero McFly,\N,,MFL,MCFLY,Mexico,N
Asia Pacific Airlines,\N,,MGE,MAGELLAN,United States,N
Aeromagar,\N,,MGS,AEROMAGAR,Mexico,N
Aero Premier De Mexico,\N,,MIE,AEROPREMIER,Mexico,N
Air Moldova,\N,9U,MLD,AIR MOLDOVA,Moldova,Y
Amal Airlines,\N,,MLF,AMAL,Djibouti,N
Air Mali,\N,,MLI,AIR MALI,Mali,N
Air Madeleine,\N,,MLN,AIR MADELEINE,Canada,N
Aermarche,\N,,MMC,AERMARCHE,Italy,N
Air Alsie,\N,,MMD,MERMAID,Denmark,N
Aviation Company Meridian,\N,,MMM,AVIAMERIDIAN,Russia,N
AMP Incorporated,\N,,MMP,AMP-INC,United States,N
Airmax,\N,,MMX,PERUMAX,Peru,N
Aerolineas Amanecer,\N,,MNE,AEROAMANECER,Mexico,N
Aero Mongolia,\N,M0,MNG,AERO MONGOLIA,Mongolia,N
Air Monarch Cargo,\N,,MOC,MONARCH CARGO,Mexico,N
Aeropublicitaria De Angola,\N,,MOP,PUBLICITARIA,Angola,N
Aerolineas De Morelia,\N,,MOR,AEROMORELIA,Mexico,N
Air Plus Comet,\N,A7,MPD,RED COMET,Spain,Y
Aeromexpress,\N,QO,MPX,AEROMEXPRESS,Mexico,N
Air ITM,\N,,MQT,MUSKETEER,France,N
Aeromorelos,\N,,MRL,AEROMORELOS,Mexico,N
Aerocharter,\N,,MRM,MARITIME,Canada,N
Abas,\N,,MRP,ABAS,Czech Republic,N
Air Mauritanie,\N,MR,MRT,MIKE ROMEO,Mauritania,N
Air Cairo,\N,,MSC,,Egypt,N
Air Sport,\N,,MSK,AIR SPORT,Bulgaria,N
Aeromas,\N,,MSM,AEROMAS EXPRESS,Uruguay,N
Aerol,\N,,MSO,MESO AMERICANAS,Mexico,N
Aero-Kamov,\N,,MSV,AERAFKAM,Russia,N
Aerotaxis Metropolitanos,\N,,MTB,AEROMETROPOLIS,Mexico,N
Aeromet Linea Aerea,\N,,MTE,AEROMET,Chile,N
Air Metack,\N,,MTK,AIRMETACK,Angola,N
Air Montegomery,\N,,MTY,MONTY,United Kingdom,N
Aerotaxi Mexicano,\N,,MXO,MAXAERO,Mexico,N
Aero Yaqui Mayo,\N,,MYS,AERO YAQUI,Mexico,N
AVC Airlines,\N,,MZK,,Japan,N
Aerovias Montes Azules,\N,,MZL,MONTES AZULES,Mexico,N
Aeroland Airways,\N,3S,,,Greece,N
Astair,\N,8D,,,Russian Federation,Y
Albarka Air,\N,F4,NBK,AL-AIR,Nigeria,N
ACA-Ancargo Air Sociedade de Transporte de Carga Lda,\N,,NCL,ANCARGO AIR,Angola,N
Aero Servicios de Nuevo Laredo,\N,,NEL,AEROLAREDO,Mexico,N
Angoavia,\N,,NGV,ANGOAVIA,Angola,N
Aeroni,\N,,NID,AERONI,Mexico,N
Aeroejecutiva Nieto,\N,,NIE,AERONIETO,Mexico,N
Aero Contractors,\N,AJ,NIG,AEROLINE,Nigeria,Y
Aerokuzbass,\N,,NKZ,NOVOKUZNETSK,Russia,N
Atlantic Airlines,\N,,NPT,NEPTUNE,United Kingdom,N
Atlantic Richfield Company,\N,,NRS,NORTH SLOPE,United States,N
Aerolineas Sosa,\N,,NSO,SOSA,Honduras,N
Aero Norte,\N,,NTD,,Mexico,N
Air Inter Ivoire,\N,,NTV,INTER-IVOIRE,Ivory Coast,N
Aeroservicios De Nuevo Leon,\N,,NUL,SERVICIOS NUEVOLEON,Mexico,N
Avial NV Aviation Company,\N,,NVI,NEW AVIAL,Russia,N
Airwing,\N,,NWG,NORWING,Norway,N
Air Next,\N,,NXA,BLUE-DOLPHIN,Japan,N
Arkhangelsk 2 Aviation Division,\N,,OAO,DVINA,Russia,N
Aerogisa,\N,,OGI,AEROGISA,Mexico,N
Aerolineas Olve,\N,,OLV,OLVE,Mexico,N
Aeromega,\N,,OMG,OMEGA,United Kingdom,N
Air One Nine,\N,,ONR,EDER,Libya,N
Air Ontario,\N,,ONT,ONTARIO,Canada,N
Aerocorp,\N,,ORP,CORPSA,Mexico,N
Action Air,\N,,ORS,AVIATION SERVICE,Italy,N
Aerosan,\N,,OSN,AEROSAN,Mexico,N
Aviapartner Limited Company,\N,,OSO,,Russia,N
Aliparma,\N,,PAJ,ALIPARMA,Italy,N
Air Parabet,\N,,PBT,PARABET,Bangladesh,N
Air Burundi,\N,8Y,PBU,AIR-BURUNDI,Burundi,N
Aeropostal Cargo de Mexico,\N,,PCG,POSTAL CARGO,Mexico,N
Air Pack Express,\N,,PCK,AIRPACK EXPRESS,Spain,N
Air Palace,\N,,PCS,AIR PALACE,Mexico,N
Aeropelican Air Services,\N,OT,PEL,PELICAN,Australia,Y
Aerolineas Chihuahua,\N,,PFI,PACIFICO CHIHUAHUA,Mexico,N
Air Cargo Express International,\N,,PFT,PROFREIGHT,United States,N
Al Farana Airline,\N,,PHR,PHARAOH,Egypt,N
Ave.com,\N,,PHW,PHOENIX SHARJAH,United Arab Emirates,N
Air South West,\N,,PIE,PIRATE,United Kingdom,N
Aeroservicios California Pacifico,\N,,PIF,AEROCALPA,Mexico,N
AST Pakistan Airways,\N,,PKA,PAKISTAN AIRWAY,Pakistan,N
Aero Personal,\N,,PNL,AEROPERSONAL,Mexico,N
Aero Servicios Platinum,\N,,PNU,AERO PLATINUM,Mexico,N
Apoyo Aereo,\N,,POY,APOYO AEREO,Mexico,N
Aerotransportes Privados,\N,,PRI,AEROPRIV,Mexico,N
Atlantic Coast Jet,\N,,PRT,PATRIOT,United States,N
Air Paradise International,\N,AD,PRZ,RADISAIR,Indonesia,N
Aeroservicio Sipse,\N,,PSE,SIPSE,Mexico,N
Aeroservicios Corporativos De San Luis,\N,,PSL,CORSAN,Mexico,N
Aerotransportes Privados,\N,,PVA,TRANSPRIVADO,Mexico,N
Aereo Taxi Paraza,\N,,PZA,AEREO PARAZA,Mexico,N
Air Class Lineas Aereas,\N,QD,QCL,ACLA,Uruguay,N
Aviation Consultancy Office,\N,,QEA,,Australia,N
Aero Taxi,\N,,QAT,AIR QUASAR,Canada,N
Aero Taxi Aviation,\N,,QKC,QUAKER CITY,United States,N
Aviation Quebec Labrador,\N,,QLA,QUEBEC LABRADOR,Canada,N
African Safari Airways,\N,QS,QSC,ZEBRA,Kenya,N
Aero Quimmco,\N,,QUI,QUIMMCO,Mexico,N
Alada,\N,,RAD,AIR ALADA,Angola,N
Aerotur-Air,\N,,RAI,DIASA,Kazakhstan,N
Air Center Helicopters,\N,,RAP,RAPTOR,United States,N
Aur Rum Benin,\N,,RBE,RUM BENIN,Benin,N
Aeroserivios Del Bajio,\N,,RBJ,AEROBAJIO,Mexico,N
Airbus France,\N,4Y,RBU,AIRBUS FRANCE,France,N
Air Roberval,\N,,RBV,AIR ROBERVAL,Canada,N
Arubaexel,\N,,RBX,ARUBA,Aruba,N
Air Charters Eelde,\N,,RCC,RACER,Netherlands,N
Aerocer,\N,,RCE,AEROCER,Mexico,N
Aeroflot-Cargo,\N,,RCF,AEROFLOT-CARGO,Russia,N
Air Mobility Command,\N,MC,RCH,REACH,United States,N
Air Cassai,\N,,RCI,AIR CASSAI,Angola,N
Aero Renta De Coahuila,\N,,RCO,AEROCOAHUILA,Mexico,N
Aerocorp,\N,,RCP,AEROCORPSA,Mexico,N
Aerolineas Regionales,\N,,RCQ,REGIONAL CARGO,Mexico,N
Atlantic S.L.,\N,,RCU,AIR COURIER,Spain,N
Air Service Center,\N,,RCX,SERVICE CENTER,Italy,N
Adygeya Airlines,\N,,RDD,ADLINES,Russia,N
Air Ada,\N,,RDM,AIR ADA,Mauritania,N
Aer Arann,\N,RE,REA,AER ARANN,Ireland,Y
Aero-Rent,\N,,REN,AERORENT,Mexico,N
Australian Maritime Safety Authority,\N,,RES,RESCUE,Australia,N
Air Austral,\N,UU,REU,REUNION,France,Y
Aero-Rey,\N,,REY,AEROREY,Mexico,N
Aero Africa,\N,,RFC,AERO AFRICA,Swaziland,N
Aerotransportes Rafilher,\N,,RFD,RAFHILER,Mexico,N
Argo,\N,,RGO,ARGOS,Dominican Republic,N
Airbourne School of Flying,\N,,RGT,AIRGOAT,United Kingdom,N
Air Archipels,\N,,RHL,ARCHIPELS,France,N
Aviation Ministry of the Interior of the Russian Federation,\N,,RIF,INTERMIN AVIA,Russian Federation,N
Aeris Gestion,\N,,RIS,AERIS,Spain,N
Asian Spirit,\N,6K,RIT,ASIAN SPIRIT,Philippines,Y
Aeroservicios Jet,\N,,RJS,ASERJET,Mexico,N
Air Afrique,\N,RK,RKA,AIRAFRIC,Ivory Coast,Y
Airlinair,\N,A5,RLA,AIRLINAIR,France,Y
Air Nelson,\N,,RLK,,New Zealand,N
Air Leone,\N,,RLL,AEROLEONE,Sierra Leone,N
Aero Lanka,\N,QL,RLN,AERO LANKA,Sri Lanka,Y
Air Alize,\N,,RLZ,ALIZE,France,N
Air Amder,\N,,RMD,AIR AMDER,Mauritania,N
Armenian Airlines,\N,,RME,ARMENIAN,Armenia,N
Armenian International Airways,\N,MV,RML,,Armenia,N
Arm-Aero,\N,,RMO,ARM-AERO,Armenia,N
Air Max,\N,,RMX,AEROMAX,Bulgaria,N
Air Salone,\N,20,RNE,AIR SALONE,Sierra Leone,Y
Aeronem Air Cargo,\N,,RNM,AEROMNEM,Ecuador,N
Air Cargo Masters,\N,,RNR,RUNNER,United States,N
Armavia,\N,U8,RNV,ARMAVIA,Armenia,Y
Aeroeste,\N,,ROE,ESTE-BOLIVIA,Bolivia,N
Aero Gen,\N,,ROH,AEROGEN,Mexico,N
Avior Airlines,\N,,ROI,AVIOR,Venezuela,N
Aeroel Airways,\N,,ROL,AEROEL,Israel,N
Aeromar,\N,BQ,ROM,BRAVO QUEBEC,Dominican Republic,N
Aeroitalia,\N,,ROO,AEROITALIA,Italy,N
Aerodan,\N,,ROD,AERODAN,Mexico,N
AeroRep,\N,P5,RPB,AEROREPUBLICA,Colombia,Y
Aerolineas Del Pacifico,\N,,RPC,AEROPACSA,Ecuador,N
Aero Roca,\N,,RRC,AEROROCA,Mexico,N
Aerotransportes Internacionales De Torreon,\N,,RRE,AERO TORREON,Mexico,N
Acvila Air-Romanian Carrier,\N,,RRM,AIR ROMANIA,Romania,N
Aerolineas Ejecutivas Tarascas,\N,,RSC,TARASCAS,Mexico,N
Aero-Service,\N,BF,RSR,CONGOSERV,Republic of the Congo,Y
Aerosur,\N,5L,RSU,AEROSUR,Bolivia,Y
Aeronorte,\N,,RTE,LUZAVIA,Portugal,Y
Artis,\N,,RTH,ARTHELICO,France,N
Arhabaev Tourism Airlines,\N,,RTO,ARTOAIR,Kazakhstan,N
Air Turquoise,\N,,RTQ,TURQUOISE,France,N
Aerotucan,\N,,RTU,AEROTUCAN,Mexico,N
Air Anastasia,\N,,RUD,ANASTASIA,Ukraine,N
Air Rum,\N,,RUM,AIR RUM,Sierra Leone,N
ACT Havayollari,\N,,RUN,CARGO TURK,Turkey,N
Air VIP,\N,,RVP,AEROVIP,Portugal,N
Aircompany Veteran,\N,,RVT,AIR-VET,Armenia,N
Alliance Express Rwanda,\N,,RWB,,Rwanda,N
Arrow Ecuador Arrowec,\N,,RWC,ARROWEC,Ecuador,N
Aerogroup 98 Limited,\N,,RWY,TYNWALD,United Kingdom,N
Aeroxtra,\N,,RXT,AERO-EXTRA,Mexico,N
Express Air Charter,\N,,RXX,REX AIR,Canada,N
Air Whitsunday,\N,,RWS,,Australia,N
Aero Zambia,\N,,RZL,AERO ZAMBIA,Zambia,N
Aero Zano,\N,,RZN,ZANO,Mexico,N
Anoka Air Charter,\N,,RZZ,RED ZONE,United States,N
Aerosaab,\N,,SBH,AEROSAAB,Mexico,N
Associated Aviation,\N,,SCD,ASSOCIATED,Nigeria,N
American Jet International,\N,,SCM,SCREAMER,United States,N
Air Santo Domingo,\N,EX,SDO,AERO DOMINGO,Dominican Republic,N
Aero Sudpacifico,\N,,SDP,SUDPACIFICO,Mexico,N
Aero Servicios Ejecutivas Del Pacifico,\N,,SEF,SERVIPACIFICO,Mexico,N
Aero California,\N,JR,SER,AEROCALIFORNIA,Mexico,N
A-Safar Air Services,\N,,SFM,AIR SAFAR,Nigeria,N
Aerosegovia,\N,,SGV,SEGOVIA,Nicaragua,N
Airshare Holdings,\N,,SHH,AIRSHARE,United Kingdom,N
Aerosiyusa,\N,,SIY,SIYUSA,Mexico,N
Aero Silza,\N,,SIZ,AEROSILZA,Mexico,N
Air San Juan,\N,,SJN,SAN JUAN,United States,N
Aero-North Aviation Services,\N,,SKP,SKIPPER,Canada,N
Aero Sami,\N,,SMI,SAMI,Mexico,N
Avient Aviation,\N,Z3,SMJ,AVAVIA,Zimbabwe,Y
Aerolineas Sol,\N,,SOD,ALSOL,Mexico,N
Air Soleil,\N,,SOE,AIR SOLEIL,Mauritania,N
Aero Soga,\N,,SOG,AEROSOGA,Guinea-Bissau,N
Airspeed Aviation,\N,,SPD,SPEEDLINE,Canada,N
Air Service,\N,M3,SPJ,AIR SKOPJE,Macedonia,N
Aeroservicios Ejecutivos Del Pacifico,\N,,SPO,EJECTUIV PACIFICO,Mexico,N
Asian Aerospace Service,\N,,SPY,THAI SPACE,Thailand,N
Airworld,\N,,SPZ,SPEED SERVICE,South Africa,N
Alsaqer Aviation,\N,,SQR,ALSAQER AVIATION,Libya,N
Air Safaris and Services,\N,,SRI,AIRSAFARI,New Zealand,N
Aero Servicio Corporativo,\N,,SRV,SERVICORP,Mexico,N
Air Sultan,\N,,SSL,SIERRA SULTAN,Sierra Leone,N
Aero 1 Pro-Jet,\N,,SSM,RAPID,Canada,N
Airquarius Air Charter,\N,,SSN,SUNSTREAM,South Africa,N
Aeropac,\N,,STK,SAT PAK,United States,N
Air St. Thomas,\N,,STT,PARADISE,United States,N
Aerolineas Del Sureste,\N,,SUE,AEROSURESTE,Mexico,N
Aerial Surveys (1980) Limited,\N,,SUY,SURVEY,New Zealand,N
Air Slovakia,\N,GM,SVK,SLOVAKIA,Slovakia,N
Adler Aviation,\N,,SWH,SHOCKWAVE,Canada,N
Aircompany Yakutia,\N,R3,SYL,AIR YAKUTIA,Russia,Y
Aerosud Aviation,\N,,SYT,SKYTRACK,South Africa,N
Aeroservicios de La Costa,\N,,TAA,AERO COSTA,Mexico,N
Aeromar,\N,VW,TAO,TRANS-AEROMAR,Mexico,Y
Aerotrebol,\N,,TBL,AEROTREBOL,Mexico,N
Aero Taxi de Los Cabos,\N,,TBO,AERO CABOS,Mexico,N
Air Turks and Caicos,\N,JY,TCI,KERRMONT,Turks and Caicos Islands,N
Aerotranscolombina de Carga,\N,,TCO,TRANSCOLOMBIA,Colombia,N
Air Cargo Express,\N,,TDG,TURBO DOG,United States,N
Atlas Helicopters,\N,,TDT,TRIDENT,United Kingdom,N
Air Today,\N,,TDY,AIR TODAY,United States,N
Aero Servicios Azteca,\N,,TED,AEROAZTECA,Mexico,N
Arkefly,\N,OR,TFL,ARKEFLY,Netherlands,Y
Antair,\N,,TIR,ANTAIR,Mexico,N
Atlantique Air Assistance,\N,,TLB,TRIPLE-A,France,N
Aero Taxi Autlan,\N,,TLD,AEREO AUTLAN,Mexico,N
Aero Util,\N,,TLE,AEROUTIL,Mexico,N
Aero Toluca Internactional,\N,,TLU,AEROTOLUCA,Mexico,N
Aero Taxi del Centro de Mexico,\N,,TME,TAXICENTRO,Mexico,N
Aerotropical,\N,,TOC,TROPICMEX,Mexico,N
Air Tomisko,\N,,TOH,TOMISKO CARGO,Serbia,N
Airlines PNG,\N,CG,TOK,BALUS,Papua New Guinea,Y
Aero Tanala,\N,,TON,AEROTANALA,Mexico,N
Aero Tropical,\N,,TPB,AERO TROPICAL,Angola,N
Air Cal,\N,TY,TPC,AIRCAL,France,N
Air Horizon,\N,,TPK,TCHAD-HORIZON,Chad,N
Aero Taxi del Potosi,\N,,TPO,TAXI-POTOSI,Mexico,N
Aeroturquesa,\N,,TQS,AEROTURQUESA,Mexico,N
Airmark Aviation,\N,,TRH,TRANSTAR,United States,N
AirTran Airways,\N,FL,TRS,CITRUS,United States,Y
Air Transat,\N,TS,TSC,TRANSAT,Canada,Y
airtransse,\N,,TSQ,AIRTRA,Japan,N
Aerolineas Turisticas del Caribe,\N,,TTB,AERO TURISTICAS,Mexico,N
Avcenter,\N,,TTE,TETON,United States,N
Air Tungaru,\N,,TUN,TUNGARU,Kiribati,N
Avialeasing Aviation Company,\N,EC,TWN,TWINARROW,Uzbekistan,Y
Aerotaxis del Noroeste,\N,,TXD,TAXI OESTE,Mexico,N
Aerotaxis Alfe,\N,,TXF,ALFE,Mexico,N
Aereotaxis,\N,,TXI,AEREOTAXIS,Mexico,N
Tyrolean Airways,\N,VO,TYR,TYROLEAN,Austria,Y
Aero Tomza,\N,,TZA,AERO TOMZA,Mexico,N
Air Zambezi,\N,,TZT,ZAMBEZI,Zimbabwe,N
Afra Airlines,\N,,UAG,AFRALINE,Ghana,N
Aerostar Airlines,\N,,UAR,AEROSTAR,Ukraine,N
Air Division of the Eastern Kazakhstan Region,\N,,UCK,GALETA,Kazakhstan,N
Aero-Charter Ukraine,\N,DW,UCR,CHARTER UKRAINE,Ukraine,N
Air LA,\N,,UED,AIR L-A,United States,N
Air Ukraine,\N,6U,UKR,AIR UKRAINE,Ukraine,N
Air Umbria,\N,,UMB,AIR UMBRIA,Italy,N
Atuneros Unidos de California,\N,,UND,ATUNEROS UNIDOS,Mexico,N
Aeroclub Flaps,\N,,FLP,AEROCLUB FLAPS,Spain,N
Aerolineas Galapagos (Aerogal),\N,2K,GLG,AEROGAL,Ecuador,Y
Air Castle Corporation / Global Airways,\N,,GLB,GLO-AIR,United States,N
Alrosa Mirny Air Enterprise,\N,6R,DRU,MIRNY,Russia,Y
Bearing Supplies Limited,\N,,PVO,PROVOST,United Kingdom,N
Balkan Agro Aviation,\N,,BAA,BALKAN AGRO,Bulgaria,N
Bahrain Air BSC (Closed),\N,,BAB,AWAL,Bahrain,N
BAC Leasing Limited,\N,,BAC, ,United Kingdom,N
BAE Systems,\N,,BAE,FELIX,United Kingdom,N
Belgian Air Force,\N,,BAF,BELGIAN AIRFORCE,Belgium,N
Baker Aviation,\N,8Q,BAJ,BAKER AVIATION,United States,N
Blackhawk Airways,\N,,BAK,BLACKHAWK,United States,N
Britannia Airways,\N,,BAL,BRITANNIA,United Kingdom,N
Business Air Services,\N,,BAM,BUSINESS AIR,Canada,N
British Antarctic Survey,\N,,BAN,PENGUIN,United Kingdom,N
Bradly Air (Charter) Services,\N,,BAR,BRADLEY,Canada,N
Bissau Airlines,\N,,BAU,AIR BISSAU,Guinea-Bissau,N
Bay Aviation Ltd,\N,,BAV,BAY AIR,Bangladesh,N
British Airways,\N,BA,BAW,SPEEDBIRD,United Kingdom,Y
Best Aero Handling Ltd,\N,,BAX,,Russia,N
Bayon Airlines,\N,,BAY,BAYON,Cambodia,N
Bannert Air,\N,,BBA,BANAIR,Austria,N
Biman Bangladesh Airlines,\N,BG,BBC,BANGLADESH,Bangladesh,Y
Bluebird Cargo,\N,BF,BBD,BLUE CARGO,Iceland,N
Beibars CJSC,\N,,BBS,BEIBARS,Kazakhstan,N
Bravo Airlines,\N,,BBV,BRAVO EUROPE,Spain,N
Blue Bird Aviation,\N,,BBZ,COBRA,Kenya,N
BACH Flugbetriebsges,\N,B4,BCF,BACH,Austria,N
Blue Islands,\N,,BCI,BLUE ISLAND,United Kingdom,N
British Caribbean Airways,\N,,BCL,,United Kingdom,N
British Charter,\N,,BCR,BACKER,United Kingdom,N
BCT Aviation,\N,,BCT,BOBCAT,United Kingdom,N
Business Aviation Center,\N,,BCV,BUSINESS AVIATION,Ukraine,N
Blue Dart Aviation,\N,BZ,BDA,BLUE DART,India,N
B&H Airlines,\N,JA,BON,Air Bosna,Bosnia and Herzegovina,N
Bissau Discovery Flying Club,\N,,BDF,BISSAU DISCOVERY,Guinea-Bissau,N
Belgian Army,\N,,AYB,BELGIAN ARMY,Belgium,N
Badr Airlines,\N,,BDR,BADR AIR,Sudan,N
Best Aviation Ltd,\N,,BEA,BEST AIR,Bangladesh,N
Belgorod Aviation Enterprise,\N,,BED,BELOGORYE,Russia,N
Bar Harbor Airlines,\N,,AJC,BAR HARBOR,United States,N
Balear Express,\N,,BEF,BALEAR EXPRESS,Spain,N
Bel Air Helicopters,\N,,BEH,BLUECOPTER,Denmark,N
Berkut Air,\N,,BEK,BERKUT,Kazakhstan,N
BETA - Brazilian Express Transportes Aereos,\N,,BET,BETA CARGO,Brazil,N
Basler Flight Service,\N,,BFC,BASLER,United States,N
Bear Flight,\N,,BFG,BEARFLIGHT,Sweden,N
Buffalo Airways,\N,J4,BFL,BUFFALO,Canada,N
Bombardier,\N,,BFO,BOMBARDIER,Canada,N
Burkina Airlines,\N,,BFR,BURKLINES,Burkina Faso,N
Business Flight Sweden,\N,,BFS,BUSINESS FLIGHT,Sweden,N
Bahrain Defence Force,\N,,BFW,SUMMAN,Bahrain,N
BH Air,\N,,BGH,BALKAN HOLIDAYS,Bulgaria,N
British Gulf International,\N,,BGI,BRITISH GULF,S,N
British Gulf International-Fez,\N,,BGK,GULF INTER,Kyrgyzstan,N
Benin Golf Air,\N,A8,BGL,BENIN GOLF,Benin,N
Bugulma Air Enterprise,\N,,BGM,BUGAVIA,Russia,N
Budget Air Bangladesh,\N,,BGR,BUDGET AIR,Bangladesh,N
Bergen Air Transport,\N,,BGT,BERGEN AIR,Norway,N
Buddha Air,\N,,BHA,BUDDHA AIR,Nepal,N
Balkh Airlines,\N,,BHI,SHARIF,Afghanistan,N
Bristow Helicopters,\N,,BHL,BRISTOW,United Kingdom,N
Bristow Helicopters Nigeria,\N,,BHN,BRISTOW HELICOPTERS,Nigeria,N
Bhoja Airlines,\N,,BHO,BHOJA,Pakistan,N
Belair Airlines,\N,4T,BHP,BELAIR,Switzerland,Y
Bighorn Airways,\N,,BHR,BIGHORN AIR,United States,N
Bahamasair,\N,UP,BHS,BAHAMAS,Bahamas,Y
Bright Air,\N,,BHT,BRIGHTAIR,Netherlands,N
Bringer Air Cargo Taxi Aereo,\N,E6,,,Brazil,N
Balkan Bulgarian Airlines,\N,LZ,,,,Y
BA Connect,\N,TH,,,United Kingdom,N
Bosphorus European Airways,\N,,BHY,BOSPHORUS,Turkey,N
Binair,\N,,BID,BINAIR,Germany,N
Big Island Air,\N,,BIG,BIG ISLE,United States,N
British International Helicopters,\N,BS,BIH,BRINTEL,United Kingdom,Y
Billund Air Center,\N,,BIL,BILAIR,Denmark,N
Boise Interagency Fire Center,\N,,BIN,BISON-AIR,United States,N
Bird Leasing,\N,,BIR,BIRD AIR,United States,N
Bizjet Ltd,\N,,BIZ,BIZZ,United Kingdom,N
Baja Air,\N,,BJA,BAJA AIR,Mexico,N
Baltic Jet Aircompany,\N,,BJC,BALTIC JET,Latvia,N
Business Jet Solutions,\N,,BJS,SOLUTION,United States,N
Bankair,\N,B4,BKA,BANKAIR,United States,N
BF-Lento OY,\N,,BKF,BAKERFLIGHT,Finland,Y
Barken International,\N,,BKJ,BARKEN JET,United States,N
Bangkok Airways,\N,PG,BKP,BANGKOK AIR,Thailand,Y
Bukovyna,\N,,BKV,BUKOVYNA,Ukraine,N
Blue Bird Aviation,\N,,BLB,BLUEBIRD SUDAN,Sudan,N
Bellesavia,\N,,BLC,BELLESAVIA,Belarus,N
Blue Line,\N,,BLE,BLUE BERRY,France,N
Blue1,\N,KF,BLF,BLUEFIN,Finland,Y
Belgavia,\N,,BLG,BELGAVIA,Belgium,N
Blue Horizon Travel Club,\N,,BLH,BLUE HORIZON,United States,N
Blue Jet,\N,,BLJ,BLUEWAY,Spain,N
Baltic Airlines,\N,,BLL,BALTIC AIRLINES,Russia,Y
Blue Airways,\N,,BLM,BLUE ARMENIA,Armenia,N
Bali International Air Service,\N,,BLN,BIAR,Indonesia,N
Bearskin Lake Air Service,\N,JV,BLS,BEARSKIN,Canada,Y
Baltic Aviation,\N,,BLT,BALTAIR,United States,N
